conversation_id,turn_index,tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
8561,6,8564,117505,True,Wed Nov 01 03:40:52 +0000 2017,@AppleSupport @117504 btw it’s still doing it...,,8563
8568,0,8568,117506,True,Tue Oct 31 23:42:39 +0000 2017,@115858 wtf y’all got going on with my emojis 😐 I’m seeing boxes and shit,8566,
8568,1,8566,AppleSupport,False,Tue Oct 31 23:50:00 +0000 2017,@117506 Hey there. 70 new Emoji have been released with iOS 11.1. Update to that and let us know how it goes.,8567,8568
8568,2,8567,117506,True,Tue Oct 31 23:54:08 +0000 2017,@AppleSupport Let me enjoy the 11 first mfs,,8566
9304,0,9304,117655,True,Tue Oct 31 23:49:57 +0000 2017,@AppleSupport why are my I ‘s changing into I️ ?!!!!!,9303,
9304,1,9303,AppleSupport,False,Wed Nov 01 00:00:31 +0000 2017,@117655 Interesting. Let's look into this. Which iOS version is showing in Settings &gt; General &gt; About?,,9304
9840,0,9840,117809,True,Wed Nov 01 00:08:50 +0000 2017,"@AppleSupport mi iPhone no se puede conectar a la red wifi privadas pero si a las free, que hago 😢",9839,
9840,1,9839,AppleSupport,False,Wed Nov 01 00:21:30 +0000 2017,@117809 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,,9840
10683,0,10683,117964,True,Wed Nov 01 00:30:30 +0000 2017,@AppleSupport Baje la App de @701 la cual es gratuita y me llego un cargo de $18.11 Pesos ¿cuál es el motivo?,10682,
10683,1,10682,AppleSupport,False,Wed Nov 01 00:39:52 +0000 2017,@117964 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,,10683
11116,0,11116,118098,True,Wed Nov 01 00:40:00 +0000 2017,@115858 wtf is this “!  ?box” shit I️ keep seeing? Or someone just answer it plz lol,11115,
11116,1,11115,AppleSupport,False,Wed Nov 01 00:53:33 +0000 2017,"@118098 Let us help. Tell us which device you're using, and the version of iOS 11 you have installed.",,11116
11988,0,11988,118357,True,Wed Nov 01 01:22:52 +0000 2017,@115858 this glitch is blowing mine. please fix it.,11987,
11988,1,11987,AppleSupport,False,Wed Nov 01 01:28:26 +0000 2017,@118357 We're here to help with any issues you may be having. Tell us what's going on to get started.,,11988
12596,0,12596,118516,True,Wed Nov 01 01:21:11 +0000 2017,"@AppleSupport Seems I have a virus, I’ve been getting these pop-ups: https://t.co/RMppEqEQSq",12595,
12596,1,12595,AppleSupport,False,Wed Nov 01 01:36:00 +0000 2017,@118516 Your security is our absolute priority. Visit this link for info on pop up adds in Safari: https://t.co/qr0pQfKgYD,,12596
12612,0,12612,118521,True,Wed Nov 01 01:12:17 +0000 2017,@115858 @AppleSupport sooooooo any plans to fix all these bugs from the software updates for the iPhone 7??,12610,
12612,1,12610,AppleSupport,False,Wed Nov 01 01:31:00 +0000 2017,@118521 We're here to help. What iOS version are you on?,12611,12612
12612,2,12611,118521,True,Wed Nov 01 02:45:03 +0000 2017,@AppleSupport thanks! the 11.0.3 that came out the other day,12613,12610
12612,3,12613,AppleSupport,False,Wed Nov 01 02:56:29 +0000 2017,@118521 Got it. Let us know in DM what the issue is that you're having? We'd be happy to help you out. https://t.co/GDrqU22YpT,,12611
13197,0,13197,118713,True,Wed Nov 01 01:50:57 +0000 2017,Écran d’iPhone cassé. Impossible à connecter sur iTunes ... des astuces svp ? @AppleSupport,13195,
13197,1,13195,AppleSupport,False,Wed Nov 01 01:57:00 +0000 2017,@118713 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,13196,13197
13197,2,13196,118713,True,Wed Nov 01 01:59:39 +0000 2017,@AppleSupport My screen is broken and I’d like to connect in iTunes in order to save my data. How can I do ? iTunes request to unlock my device ...,13198,13195
13197,3,13198,118713,True,Wed Nov 01 02:00:04 +0000 2017,@AppleSupport Connect to*,13199,13196
13197,4,13199,AppleSupport,False,Wed Nov 01 02:08:26 +0000 2017,"@118713 We understand how tough that is. Please send us a DM to let us know if you have a recent backup in iCloud, or iTunes. https://t.co/GDrqU22YpT",13200,13198
13197,5,13200,118713,True,Wed Nov 01 02:09:33 +0000 2017,@AppleSupport Sent,13201,13199
13197,6,13201,AppleSupport,False,Wed Nov 01 02:18:52 +0000 2017,@118713 Excellent! Please look for our response to your DM shortly.,,13200
13949,0,13949,118932,True,Wed Nov 01 01:21:31 +0000 2017,@AppleSupport I have updated my WatchOS but cannot stream the radio on LTE  (@115911) . Wi Fi (both tethered and direct from watch) works,13948,
13949,1,13948,AppleSupport,False,Wed Nov 01 01:32:29 +0000 2017,@118932 You're in the right place for help. Let us know in a DM if the issue started randomly or since you first setup the Watch. https://t.co/GDrqU22YpT,13947,13949
13949,2,13947,118932,True,Wed Nov 01 02:11:04 +0000 2017,@AppleSupport Thank you so much for your help.,13946,13948
13949,3,13946,AppleSupport,False,Wed Nov 01 02:20:03 +0000 2017,@118932 You're quite welcome!,,13947
14332,0,14332,119054,True,Wed Nov 01 02:25:51 +0000 2017,@115858 I updated my iPhone and now the Bluetooth is constantly on. Why?,14331,
14332,1,14331,AppleSupport,False,Wed Nov 01 02:34:00 +0000 2017,"@119054 Hi. With the iOS 11 update, it can be disabled in your settings. For more information, please visit: https://t.co/G7BHuQnDS6",,14332
15308,0,15308,119359,True,Wed Nov 01 02:54:44 +0000 2017,Yo @AppleSupport why is this happening to everyone I️ know?? Pls fix this issue. Anyone else? 🙄🙄🙄 https://t.co/XSuGhCN8c8,"15309,15307",
15308,1,15307,AppleSupport,False,Wed Nov 01 03:11:29 +0000 2017,@119359 Let's look at this together. Please DM us. https://t.co/GDrqU22YpT,,15308
15495,0,15495,119420,True,Wed Nov 22 07:06:50 +0000 2017,Lol the I️ on the new iOS is embarrassing @115858 get your shit together haahaha,15493,
15495,1,15493,AppleSupport,False,Wed Nov 22 14:00:01 +0000 2017,"@119420 We've got a fix for the ""I"" on your iPhone. Which version of iOS are you using? You can check that at Settings &gt; General &gt; About. If it's not 11.1.1 or higher, backup with these steps: https://t.co/4f8hwT5to6 Then update. Let us know in DM if that doesn't help. https://t.co/GDrqU22YpT",15494,15495
15495,2,15494,119420,True,Wed Nov 22 17:59:42 +0000 2017,@AppleSupport Alright thanks bro. Send an X my way and ill give you shoutout.,,15493
15712,0,15712,119456,True,Wed Nov 01 03:07:18 +0000 2017,"Hey @AppleSupport, what is going on with the “I️” key in iOS 11.1. When you press it, it defaults to a weird character and skips spaces. https://t.co/36PUW31SdN","15710,15714,15715",
15712,1,15710,AppleSupport,False,Wed Nov 01 03:28:29 +0000 2017,@119456 Let's look into this for you. Send us a DM and we can check on available options. https://t.co/GDrqU22YpT,15711,15712
15712,2,15711,119456,True,Wed Nov 01 03:51:47 +0000 2017,@AppleSupport Watch the key change after I️ write this. It does it on iMessage also. I️ I️ I️ .,15713,15710
15712,3,15713,119456,True,Wed Nov 01 03:52:42 +0000 2017,@AppleSupport  https://t.co/O42dewcqa4,,15711
15717,0,15717,119457,True,Wed Nov 01 03:03:03 +0000 2017,@115858 so y’all gonna fix this I️ problem or......,15716,
15717,1,15716,AppleSupport,False,Wed Nov 01 03:26:30 +0000 2017,@119457 We want to help! DM us and let us know more about the issues you are having. https://t.co/GDrqU22YpT,,15717
18872,0,18872,120215,True,Wed Nov 22 13:14:49 +0000 2017,"@AppleSupport the screen on our iPad Pro has stopped working 😔. I've read a few articles about weak screens on some models - is there anywhere I can check the model number, or will it be a £400 repair bill? Thanks",18870,
18872,1,18870,AppleSupport,False,Wed Nov 22 15:13:31 +0000 2017,"@120215 Thank you for reaching out to us. We'd be happy to try everything possible to provide the best support options. First, let's work as a team as we gather more information. DM us if you noticed any changes before the screen went black. What iOS is the device running? https://t.co/GDrqU22YpT",18871,18872
18872,2,18871,120215,True,Wed Nov 22 15:23:08 +0000 2017,"@AppleSupport the screen had green lines on one side and then stopped working altogether. Afraid I can't remember the OS, I expect it was in the latest OS when it broke about 8 weeks ago if hat helps?",18873,18870
18872,3,18873,AppleSupport,False,Wed Nov 22 16:10:28 +0000 2017,@120215 Indeed that is very helpful. We'd like to gather more information from you. Please click on the link to continue this conversation in DM. https://t.co/GDrqU22YpT,,18871
22991,0,22991,121004,True,Sun Nov 26 00:33:13 +0000 2017,"More
@115858 My iPhone X makes a sounds when gently pressed on opposed corners, was told it was software (Apple Store), this isn't software, Please help!",22989,
22991,1,22989,AppleSupport,False,Sun Nov 26 00:38:29 +0000 2017,"@121004  Hello. We'd love to help with your concern, but we would need to gather some details on your description of the concern. Could you send us a DM and let us know the iOS version installed? Also, did it seem like this since first using the iPhone X? https://t.co/GDrqU22YpT",22990,22991
22991,2,22990,121004,True,Sun Nov 26 00:45:22 +0000 2017,@AppleSupport This is the sound iOS 11.1.2 https://t.co/DnBzTBBg88,22992,22989
22991,3,22992,AppleSupport,False,Sun Nov 26 00:54:27 +0000 2017,@121004 Thanks for that video. Let's look deeper into this with you. DM us what country you are in and we'll continue from there. https://t.co/GDrqU22YpT,,22990
23077,0,23077,121026,True,Sun Nov 26 00:28:03 +0000 2017,"@115858 ok not sure why this is happening but I need assistance charged my iPhone X (purchased yesterday) wirelessly and reached for it and this was on the screen, I could probably fry an egg https://t.co/WgADbE9263",23076,
23077,1,23076,AppleSupport,False,Sun Nov 26 00:34:30 +0000 2017,@121026 We'll be happy to take a look into this with you. Could you please send us a DM with what country you're located in so we can get started? https://t.co/GDrqU22YpT,,23077
26679,0,26679,121840,True,Wed Nov 08 21:30:19 +0000 2017,WTF @115858 I️ put a text replacement for the letter “I “ and it keeps removing it 😡,26678,
26679,1,26678,AppleSupport,False,Wed Nov 08 23:33:00 +0000 2017,@121840 We'd be happy to look into this with you. Could you please send us a DM so we can get started? https://t.co/GDrqU22YpT,,26679
27331,0,27331,121981,True,Mon Oct 02 12:34:59 +0000 2017,@AppleSupport force touch for app multitask gone in iOS11 ?,27329,
27331,1,27329,AppleSupport,False,Mon Oct 02 14:29:01 +0000 2017,"@121981 That feature isn’t a part of iOS 11. We always enjoy hearing feedback. Please submit yours here:
https://t.co/oWzjJxkvlC",27330,27331
27331,2,27330,121981,True,Wed Nov 01 10:07:19 +0000 2017,@AppleSupport Oh it’s back !,,27329
31419,0,31419,122928,True,Wed Nov 01 03:48:54 +0000 2017,#iphoneissues @AppleSupport why is my phone recognizing capital i as an emoji? This is annoying. i can’t write professional emails for work https://t.co/BrCygZdzD6,"31420,31418",
31419,1,31420,123070,True,Wed Nov 01 04:04:38 +0000 2017,@122928 @AppleSupport I’ve had the same problem all day.,31965,31419
31419,2,31418,AppleSupport,False,Wed Nov 01 12:28:28 +0000 2017,@122928 We'd be happy to help. Let's move over to DM. Let us know your iOS version. https://t.co/GDrqU22YpT,,31419
31419,3,31965,AppleSupport,False,Wed Nov 01 12:29:26 +0000 2017,"@123070 Let's look into this together. Which device are you experiencing this on, and which software version is it running?",,31420
31444,0,31444,122935,True,Wed Nov 01 03:17:31 +0000 2017,"Hey @AppleSupport I think my phone has dementia. No matter how many times I tell it not to update, it keeps asking.","31445,31443",
31444,1,31443,AppleSupport,False,Wed Nov 01 12:22:31 +0000 2017,"@122935 While this is expected to send reminders, you can leave us feedback about that here:  https://t.co/eTPVYVFyd8",,31444
31470,0,31470,122941,True,Wed Nov 01 03:38:04 +0000 2017,"28 min Benutzung, 42 min Standby: 10% Akku verbraucht. Mit iOS 11.1 hat sich nichts getan, eher noch schlimmer geworden @AppleSupport","31471,31469,31472",
31470,1,31469,AppleSupport,False,Wed Nov 01 12:18:27 +0000 2017,@122941 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,31470
31480,0,31480,122944,True,Wed Nov 01 03:14:13 +0000 2017,Is constantly rebooting to this screen Apple’s strat to get me to buy a new MBP? Because it’s working. https://t.co/wkRm6cCPaD,31479,
31480,1,31479,122944,True,Wed Nov 01 03:16:08 +0000 2017,@AppleSupport pls help,31478,31480
31480,2,31478,AppleSupport,False,Wed Nov 01 12:15:32 +0000 2017,@122944 We'll do all we can to help out. Please DM us more about what's going on. https://t.co/GDrqU22YpT,,31479
31864,0,31864,123037,True,Wed Nov 01 03:52:01 +0000 2017,"Why oh why make @45572 on iOS harder to use. Can’t change title of an open doc! WTF, BAD, BAD @115858",31863,
31864,1,31863,AppleSupport,False,Wed Nov 01 12:42:27 +0000 2017,@123037 We want to get you in the right place for help. Use this link to connect to our Pages experts: https://t.co/IBIY3vMgPj,,31864
31887,0,31887,123044,True,Wed Nov 01 04:39:22 +0000 2017,#iOS11 keeps deleting apps!! For fucks sake @115858 sort your shit!,31886,
31887,1,31886,AppleSupport,False,Wed Nov 01 12:39:32 +0000 2017,@123044 We'd like to help. Could you Direct Message us so we can get more information? https://t.co/GDrqU22YpT,,31887
31895,0,31895,123046,True,Wed Nov 01 04:47:19 +0000 2017,@AppleSupport  somebody trying to get into my account,31894,
31895,1,31894,AppleSupport,False,Wed Nov 01 12:39:32 +0000 2017,@123046 Thanks for reaching out. We want to help. Tell us more about what's happening in DM. https://t.co/GDrqU22YpT,,31895
31918,0,31918,123055,True,Wed Nov 01 03:47:57 +0000 2017,@115858 the latest update is very glitchy! Did you do away with the double tap home button to bring the screen down for the PLUS? #notworking,31916,
31918,1,31916,AppleSupport,False,Wed Nov 01 12:35:28 +0000 2017,"@123055 We'd like to look into this with you. We recently released iOS 11.1, is this the update your referring to?",31917,31918
31918,2,31917,123055,True,Thu Nov 02 02:27:11 +0000 2017,@AppleSupport I didn’t know there was this new new update. DLed it and it fixed all the issues I had. Thank you,,31916
31929,0,31929,123058,True,Wed Nov 01 04:22:24 +0000 2017,Okay @115858 fix this shit! I’m tired of seeing these boxes when I’m typing an I.,31928,
31929,1,31928,AppleSupport,False,Wed Nov 01 12:33:46 +0000 2017,@123058 We'd like to look into this with you. Please DM us your country and current iOS version. https://t.co/GDrqU22YpT,,31929
31954,0,31954,123067,True,Wed Nov 01 04:02:51 +0000 2017,"@AppleSupport everytime I go into social media I cannot DM anyone photos, not on twitter or Facebook. I have over 7k photos here it’s says 0 https://t.co/x2U9OUvota",31953,
31954,1,31953,AppleSupport,False,Wed Nov 01 12:30:30 +0000 2017,"@123067 We have received your DM and thank you for the time required to share this information with us, we will respond in DM shortly.",,31954
31962,0,31962,123068,True,Tue Oct 31 16:57:08 +0000 2017,@AppleSupport AirPods are connected but don’t play audio anymore any troubleshooting tips?,31961,
31962,1,31961,AppleSupport,False,Tue Oct 31 17:11:00 +0000 2017,"@123068 We can certainly take a look!  To begin, does this occur with all devices or just one?",31960,31962
31962,2,31960,123068,True,Tue Oct 31 17:11:48 +0000 2017,@AppleSupport iPad and iPhone,31959,31961
31962,3,31959,AppleSupport,False,Tue Oct 31 17:25:43 +0000 2017,"@123068 Alright, can you tell us what iOS version you're currently on?  Also, have you tried unpairing and pairing your AirPods again?",31958,31960
31962,4,31958,123068,True,Tue Oct 31 17:32:09 +0000 2017,@AppleSupport iPad 11.0.3 iPhone 11.0.3 and yes I have tried unpairing and issue still persisted,31957,31959
31962,5,31957,AppleSupport,False,Tue Oct 31 17:39:25 +0000 2017,@123068 We'd recommend creating a backup of the data on both devices and updating to iOS 11.1. Please let us know if this helps.,31956,31958
31962,6,31956,123068,True,Wed Nov 01 04:03:30 +0000 2017,@AppleSupport That fixed it,31955,31957
31962,7,31955,AppleSupport,False,Wed Nov 01 12:30:30 +0000 2017,@123068 Great. Let us know if you have any further questions or concerns. We're happy to help.,,31956
32355,0,32355,123166,True,Wed Nov 01 06:25:34 +0000 2017,@115858 1+2+3=23?? On iOS 11!!! You know it sucks. Fix it or you’re going down as a company.,32353,
32355,1,32353,AppleSupport,False,Wed Nov 01 12:59:00 +0000 2017,"@123166 Let's look into this together. DM us the device you're experiencing this on, and we'll get started. https://t.co/GDrqU22YpT",32354,32355
32355,2,32354,123166,True,Wed Nov 01 18:03:06 +0000 2017,@AppleSupport No thanks. I’ll just get a google phone.,,32353
32367,0,32367,123062,True,Wed Nov 01 05:26:47 +0000 2017,Anyone else having #IOSissues ? Everytime i type “i” it auto corrects to something else. 😡 @115858,32366,
32367,1,32366,AppleSupport,False,Wed Nov 01 12:57:41 +0000 2017,@123062 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,,32367
32369,0,32369,123170,True,Wed Nov 01 06:18:21 +0000 2017,@AppleSupport fix your shit. See this I️ get to it girl it’s a glitch,32368,
32369,1,32368,AppleSupport,False,Wed Nov 01 12:56:29 +0000 2017,@123170 We can definitely look into this with you. Which device are you using? DM us and let us know. https://t.co/GDrqU22YpT,,32369
32374,0,32374,123172,True,Wed Nov 01 06:40:12 +0000 2017,Now I️ see I’m not the only one whose phone is acting up cuz @115858 dropped a new phone. They get on my nerves with that dumb shit.,32373,
32374,1,32373,AppleSupport,False,Wed Nov 01 12:55:53 +0000 2017,@123172 What kind of issues are you having? We can help out.,,32374
32419,0,32419,123187,True,Wed Nov 01 05:25:12 +0000 2017,Stayed home so I️ could study for the exam I️ have tomorrow.... I️ took a bath and read a book instead 🤷🏼‍♀️,32418,
32419,1,32418,123187,True,Wed Nov 01 05:38:20 +0000 2017,@115858 fix this freaking update and make it stop turning my I’s into I️,32417,32419
32419,2,32417,AppleSupport,False,Wed Nov 01 12:49:01 +0000 2017,@123187 We'd be happy to see how we can help. Which device and iOS version are you using?,,32418
33349,0,33349,123373,True,Wed Nov 01 05:55:17 +0000 2017,@115858 appstore giving me grief AGAIN trying to update xcode been at '0 bytes of 5G - less than a minute' for hours now.,33347,
33349,1,33347,AppleSupport,False,Wed Nov 01 13:10:33 +0000 2017,@123373 We understand wanting to get this resolved. Get in touch with our Developer support here: https://t.co/MN29maiV1D,33348,33349
33349,2,33348,123373,True,Wed Nov 01 21:27:10 +0000 2017,@AppleSupport Got it solved by deleting cache files/killing procs etc. There is obvs. an ongoing issue with app store+xcode - please fix FFS!,,33347
33384,0,33384,123382,True,Wed Nov 01 06:56:55 +0000 2017,"- what is up with the letter “eye” button @AppleSupport?! for like a 4 days now, the letter “eye” has been turning into this i️ 😐",33381,
33384,1,33381,AppleSupport,False,Wed Nov 01 13:06:00 +0000 2017,"@123382 We'd like to look into this. To start, which device are you experiencing this on, and which software version is it running?","33382,33383",33384
33384,2,33382,123370,True,Wed Nov 01 13:21:13 +0000 2017,@AppleSupport @123382 Girl they don’t know how to fix it,33385,33381
33384,3,33383,123382,True,Wed Nov 01 15:21:54 +0000 2017,@AppleSupport iphone 8 plus. the latest update. this has been happening on several other phones i️ use. i️ believe this is a software issue,"33386,33387",33381
33384,4,33385,123382,True,Wed Nov 01 15:22:13 +0000 2017,@123370 @AppleSupport they better lol this is annoying,,33382
33384,5,33386,123383,True,Wed Nov 01 15:27:07 +0000 2017,@123382 @AppleSupport My phone is experiencing the same thing and I️ have the 7 with the latest update...,33388,33383
33384,6,33387,AppleSupport,False,Wed Nov 01 15:47:37 +0000 2017,"@123382 Thanks for that information. DM us the exact iOS version your iPhone is running, and we'll continue from there. https://t.co/GDrqU22YpT",,33383
33384,7,33388,AppleSupport,False,Wed Nov 01 15:48:27 +0000 2017,@123383 We'd like to look into this with you. DM us and we'll go from there. https://t.co/GDrqU22YpT,,33386
34595,0,34595,123494,True,Wed Nov 01 08:02:26 +0000 2017,"iOS 11.1 update still can’t solve LTE connectivity issue. When I switch LTE off, I can get 3G. https://t.co/h1U8aYns42",34593,
34595,1,34593,123494,True,Wed Nov 01 08:02:45 +0000 2017,@2154 @AppleSupport,34590,34595
34595,2,34590,AppleSupport,False,Wed Nov 01 13:28:00 +0000 2017,"@123494 We've got your back. Have you recently seen a prompt for a carrier settings update? If not, lets check: https://t.co/PZZtxS6sbQ","34591,34592",34593
34595,3,34591,123494,True,Thu Nov 02 04:25:34 +0000 2017,"@AppleSupport Nope, no updates so far. I’ve never checked for carrier update this frequent since I used an iPhone.",,34590
34595,4,34592,123494,True,Thu Nov 02 04:26:53 +0000 2017,"@AppleSupport I managed to get LTE last night, spent some time until the connection was fast. Thought the issue solved by itself, but it happened again.",34594,34590
34595,5,34594,AppleSupport,False,Thu Nov 02 13:11:56 +0000 2017,@123494 Got it. Let's go ahead and meet in DM and we'll continue this from there. https://t.co/GDrqU22YpT,,34592
34598,0,34598,123495,True,Wed Nov 01 09:59:00 +0000 2017,iMessage-Aktivierung schlägt mal wieder fehl… @1652 @AppleSupport,"34596,34606",
34598,1,34596,AppleSupport,False,Wed Nov 01 13:27:32 +0000 2017,@123495 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,34597,34598
34598,2,34597,123495,True,Wed Nov 01 13:28:01 +0000 2017,@AppleSupport iMessage stopped working and won’t activate anymore—is that a problem on your side?,"34599,34600",34596
